 Das ganze Jahr lang gurken wir an dieser Stelle   Da wollen wir das Jahr mit einer versöhnlichen   ausklingen lassen und die von uns so oft verspotteten   loben. Denn gestern gelang dpa eine der schönsten Schlagzeilen des Jahres: „  Drei k und drei m – ein saubere Alliteration.	Die Kritik an den oft verspotteten Gurken ist nicht unbegründet, denn sie sind in der Tat nicht immer von bester Qualität. Doch gestern hat die dpa bewiesen, dass auch sie zu Höchstleistungen fähig ist. Mit der Schlagzeile "Drei k und drei m" haben sie eine saubere Alliteration geschaffen, die uns zum Schmunzeln gebracht hat.	327	221
 Das mit Rahm unterzuckerte Rhabarberkompott war köstlich gewesen, die auf filigranen Spinatblättern ruhenden grünen Spargelspitzen nicht minder. Doktor Sedgeway ließ mit einem leisen Surren die gusseisernen Rolläden herunter, dann trug Aileen die Rouladen auf.	Sie waren perfekt gebraten und mit einer herzhaften Füllung aus saftigem Hackfleisch und würziger Zwiebel versehen. Der Duft von frisch gemahlenem Pfeffer und geröstetem Knoblauch stieg verlockend in die Luft. Aileen hatte sie mit einer reichhaltigen Rotweinsauce begossen, die sich verführerisch über die Rouladen ergoss. Währenddessen hatte Doktor Sedgeway den Tisch mit einer Vielzahl von Beilagen gedeckt. Ein cremiges Kartoffelpüree, das mit Butter und Muskatnuss verfeinert war, bildete den perfekten Begleiter zu den deftigen Rouladen. Daneben standen kleine Schälchen mit knackigem Gemüse, das in einer leichten Vinaigrette mariniert war. Die frischen Aromen von Karotten, Erbsen und grünen Bohnen harmonierten wunderbar mit dem herzhaften Hauptgericht.	761	221
  | Der Online-Händler Amazon will nach eigenen Angaben seine Einnahmen aus dem Verkauf der sogenannten Pegida-Hymne an Flüchtlinge spenden. Kurz vor dem Jahreswechsel hatte die rechtspopulistische Bewegung den Song „Gemeinsam sind wir stark“ der Band „Peggy Sounds“ zum Download für jeweils 1,29 Euro ins Netz gestellt.	Die Entscheidung von Amazon, die Einnahmen aus dem Verkauf der Pegida-Hymne an Flüchtlinge zu spenden, hat sowohl positive als auch negative Reaktionen hervorgerufen. Während einige die Geste als solidarischen Akt loben, werfen Kritiker dem Online-Händler vor, damit lediglich sein Image aufpolieren zu wollen. Die rechtspopulistische Bewegung Pegida hatte den Song kurz vor dem Jahreswechsel veröffentlicht und damit für Aufsehen gesorgt. Die Band "Peggy Sounds" hatte den Song "Gemeinsam sind wir stark" eigens für die Bewegung geschrieben und ihn zum Download für 1,29 Euro angeboten. Die Einnahmen sollten laut Pegida für die Unterstützung der eigenen Aktivitäten verwendet werden. Nun hat Amazon angekündigt, die gesamten Einnahmen aus dem Verkauf der Pegida-Hymne an Flüchtlingsorganisationen zu spenden. Damit möchte der Online-Händler ein Zeichen setzen und einen Beitrag zur Integration der Flüchtlinge leisten.	920	221
  | Die Angst in Belgien bleibt: In Brüssel ist ein weiterer Verdächtiger im Zuge der Ermittlungen zu den Anschlägen von Paris inhaftiert worden. Dem 22-jährigen Ayoub B. aus dem Brüsseler Brennpunktviertel Molenbeek würden „terroristische Morde und Beteiligung an den Aktivitäten einer Terrorgruppe“ vorgeworfen, teilte die belgische Staatsanwaltschaft am Donnerstag mit.	Der Verdächtige wurde am Mittwochabend festgenommen, nachdem seine Wohnung durchsucht worden war. Bei der Durchsuchung wurden Waffen, Sprengstoff und weitere Beweismittel gefunden. Die belgischen Behörden gehen davon aus, dass Ayoub B. an den Anschlägen in Paris beteiligt war und möglicherweise weitere Anschläge geplant hatte. Die Festnahme des Verdächtigen sorgt erneut für Unruhe und Angst in Belgien. Die Menschen sind besorgt, dass es noch weitere potenzielle Täter gibt, die jederzeit zuschlagen könnten. Die Sicherheitsvorkehrungen in Brüssel wurden verstärkt, um mögliche Anschläge zu verhindern. Molenbeek, das Brüsseler Brennpunktviertel, steht erneut im Fokus der Ermittlungen. Es ist bekannt für seine hohe Kriminalitätsrate und als Rückzugsort für radikale Islamisten. Die Behörden versuchen nun, die Verbindungen zwischen Ayoub B. und anderen Verdächtigen in Molenbeek aufzudecken.	896	221
  | Heftiger Seegang hat vor der Küste Norwegens die Arbeiter auf mehreren Bohrplattformen in Gefahr gebracht. Ein Mensch kam in der Nacht auf Donnerstag durch eine Riesenwelle ums Leben.	Die heftigen Stürme und der tobende Seegang vor der Küste Norwegens haben die Arbeiter auf den Bohrplattformen in eine äußerst gefährliche Situation gebracht. Die Wucht der Wellen war so stark, dass selbst erfahrene Seeleute an ihre Grenzen gebracht wurden. Die Arbeiter kämpften tapfer gegen die Naturgewalten an, um ihre Arbeit fortzusetzen, doch die Natur hatte andere Pläne. In der Nacht auf Donnerstag traf eine gewaltige Riesenwelle eine der Plattformen mit voller Wucht. Die Wucht der Welle war so enorm, dass sie alles mit sich riss, was sich ihr in den Weg stellte. Ein tragischer Vorfall ereignete sich, als ein Mensch von der Welle erfasst wurde und sein Leben verlor. Die gesamte Crew war schockiert und in tiefer Trauer über den Verlust ihres Kollegen. Die Suche nach dem Verunglückten gestaltete sich äußerst schwierig, da die Wellen weiterhin unbarmherzig gegen die Plattformen prallten.	902	221
 Das Jahr begann lustig mit einem freundlich schauenden Polizisten, der während einer Streifenfahrt Taylor Swifts „Shake It Off“ mitsang. Seine Textsicherheit und theatralischen Tanzmoves machten das Video zu einem der meistgeschautesten auf YouTube in diesem Jahr.	Das Video verbreitete sich wie ein Lauffeuer in den sozialen Medien und sorgte für zahlreiche Lacher und positive Reaktionen. Der Polizist wurde über Nacht zum Internetstar und erhielt sogar Einladungen zu Fernsehshows und Interviews. Doch nicht nur der Polizist sorgte für Aufsehen im Jahr 2015. Auch in der Politik gab es einige bemerkenswerte Ereignisse. Angela Merkel wurde zum vierten Mal zur Bundeskanzlerin gewählt und setzte damit einen historischen Rekord. Ihre ruhige und besonnene Art in der Flüchtlingskrise beeindruckte nicht nur die Deutschen, sondern auch die internationale Gemeinschaft. Auch der Sport hatte in diesem Jahr einiges zu bieten. Die deutsche Fußballnationalmannschaft gewann den Confed Cup und zeigte dabei eine beeindruckende Leistung. Die Spieler um Trainer Joachim Löw überzeugten nicht nur mit ihrem Können auf dem Platz, sondern auch mit ihrer Fairness und Teamgeist. Neben den sportlichen Erfolgen gab es jedoch auch tragische Ereignisse.	974	221
 Nach den spektakulären flüchtlingspolitischen Erfolgen im letzten Jahr gibt Angela Merkel für 2016 eine neue Einwanderungsdoktrin aus. Im Rahmen der Aktion „Goldener Käfig” sollen die EU-Außengrenzen noch stärker gesichert werden – zugleich aber auch das Image von der deutschen „Willkommenskultur“.	Die neue Einwanderungsdoktrin, die Angela Merkel für das Jahr 2016 verkündet, trägt den Namen "Goldener Käfig" und hat zum Ziel, die EU-Außengrenzen noch effektiver zu sichern. Damit reagiert die deutsche Regierung auf die spektakulären flüchtlingspolitischen Erfolge des letzten Jahres und möchte die Herausforderungen der Einwanderung besser bewältigen. Im Rahmen dieser Aktion sollen verstärkte Maßnahmen ergriffen werden, um die Sicherheit an den EU-Außengrenzen zu gewährleisten. Dazu gehören unter anderem der Ausbau der Grenzkontrollen, die Stärkung der Grenzschutzagentur Frontex und die verstärkte Zusammenarbeit mit den Herkunfts- und Transitländern. Ziel ist es, die illegale Einwanderung einzudämmen und die Kontrolle über die Einreise nach Europa zu verbessern. Gleichzeitig möchte die deutsche Regierung jedoch auch das Image der deutschen "Willkommenskultur" aufrechterhalten.	891	221
  | Mit negativen Pauschalurteilen über Muslime lässt sich Kasse machen. Das hat auch die Bochumer Streifenpolizistin Tania Kambouri verstanden.	Sie veröffentlichte ein Buch mit dem Titel "Deutschland im Blaulicht", in dem sie ihre Erfahrungen als Polizistin mit Migrationshintergrund schildert. In dem Buch kritisiert sie nicht nur die Gewaltbereitschaft einiger muslimischer Männer, sondern auch die Tatenlosigkeit der deutschen Justiz und Politik. Ihre klaren Worte und ihre offene Kritik an der Integrationspolitik haben ihr viel Aufmerksamkeit eingebracht. Doch während viele Menschen ihre Aussagen unterstützen und sie als mutige Stimme der Vernunft sehen, gibt es auch eine große Anzahl von Menschen, die sie als rassistisch und islamophob bezeichnen. Sie werfen ihr vor, mit ihren Äußerungen Vorurteile zu schüren und Muslime pauschal zu verurteilen. Doch Tania Kambouri lässt sich von diesen Vorwürfen nicht beirren und bleibt bei ihrer Meinung.	809	221
  | Im Ukraine-Konflikt haben die OSZE-Beobachter im Krisengebiet beiden Seiten Verstöße gegen die vereinbarte Waffenruhe vorgeworfen. In der Unruheregion sei erneut mit Artillerie geschossen worden, obwohl das Kriegsgerät längst von der Frontlinie abgezogen sein müsste, sagte Alexander Hug von der Organisation für Sicherheit und Zusammenarbeit in Europa (OSZE) am Donnerstag in Kiew.	Die Situation im Ukraine-Konflikt bleibt weiterhin angespannt, wie die OSZE-Beobachter im Krisengebiet berichten. Trotz der vereinbarten Waffenruhe wurden Verstöße von beiden Seiten festgestellt. Besonders besorgniserregend ist, dass erneut Artilleriegeschütze eingesetzt wurden, obwohl diese bereits von der Frontlinie abgezogen sein sollten. Alexander Hug, ein Vertreter der Organisation für Sicherheit und Zusammenarbeit in Europa (OSZE), äußerte sich dazu am Donnerstag in Kiew. Er betonte, dass diese Verstöße gegen die Waffenruhe die Situation im Konfliktgebiet weiter verschärfen und zu einer Eskalation führen könnten. Die OSZE-Beobachter sind vor Ort, um die Einhaltung des Minsker Abkommens zu überwachen, das eine friedliche Lösung des Konflikts vorsieht. Doch trotz dieser Vereinbarungen scheinen beide Seiten weiterhin gewaltsame Auseinandersetzungen zu suchen.	874	221
  | Polens Parlament hat am Mittwochabend eine umstrittene Medienreform beschlossen. Betroffen sind das öffentlich-rechtliche Fernsehen und der Rundfunk.	Die Medienreform in Polen hat international für Aufsehen und Kritik gesorgt. Mit der Entscheidung des Parlaments am Mittwochabend werden das öffentlich-rechtliche Fernsehen und der Rundfunk stark betroffen sein. Die Reform sieht vor, dass die Regierung einen größeren Einfluss auf die Medienlandschaft des Landes erhält. Kritiker befürchten, dass dies zu einer Einschränkung der Pressefreiheit und zu einer weiteren Politisierung der Medien führen könnte. Besonders besorgniserregend ist die Tatsache, dass die Regierung nun die Möglichkeit hat, die Führungspersonen der öffentlich-rechtlichen Sender zu ernennen und zu entlassen. Diese Entscheidung wird als ein weiterer Schritt in Richtung einer autoritären Regierungspolitik gesehen. Bereits in den letzten Jahren gab es immer wieder Bedenken hinsichtlich der Unabhängigkeit der Medien in Polen. Mit der neuen Reform wird diese Unabhängigkeit weiter eingeschränkt und die Kontrolle über die Medien in die Hände der Regierung gelegt.	985	221
